Time,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_Crabwalk_F,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_C,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_pH,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Salinity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Conductivity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_ORP
10/3/14 22:00,74.6938,23.7,8.5,23.8,36.7,186
10/3/14 22:15,74.6375,23.7,8.5,23.8,36.6,186
10/3/14 22:30,74.6938,23.7,8.5,23.8,36.6,187
10/3/14 22:45,74.6375,23.7,8.5,23.8,36.6,187
10/3/14 23:00,74.6375,23.7,8.5,23.8,36.6,186
10/3/14 23:15,74.6375,23.7,8.5,23.8,36.6,186
10/3/14 23:30,74.6375,23.7,8.5,23.8,36.6,188
10/3/14 23:45,74.6375,23.7,8.5,23.8,36.6,190
10/4/14 0:00,74.5812,23.7,8.5,23.8,36.6,190
10/4/14 0:15,74.5812,23.7,8.5,23.8,36.6,189
10/4/14 0:30,74.5812,23.7,8.5,23.8,36.6,186
10/4/14 0:45,74.5812,23.7,8.5,23.8,36.6,186
10/4/14 1:00,74.5812,23.7,8.5,23.8,36.6,185
10/4/14 1:15,74.5812,23.7,8.5,23.8,36.6,185
10/4/14 1:30,74.5812,23.7,8.5,23.8,36.6,185
10/4/14 1:45,74.525,23.6,8.5,23.8,36.6,184
10/4/14 2:00,74.525,23.6,8.5,23.8,36.6,184
10/4/14 2:15,74.5812,23.6,8.5,23.8,36.6,184
10/4/14 2:30,74.525,23.6,8.5,23.8,36.6,184
10/4/14 2:45,74.525,23.6,8.5,23.8,36.6,185
10/4/14 3:00,74.525,23.6,8.5,23.8,36.6,184
10/4/14 3:15,74.525,23.6,8.5,23.8,36.6,185
10/4/14 3:30,74.4688,23.6,8.5,23.8,36.6,184
10/4/14 3:45,74.525,23.6,8.5,23.8,36.6,185
10/4/14 4:00,74.4688,23.6,8.5,23.8,36.6,185
10/4/14 4:15,74.4688,23.6,8.5,23.8,36.6,185
10/4/14 4:30,74.4688,23.6,8.5,23.8,36.6,185
10/4/14 4:45,74.4688,23.6,8.5,23.8,36.6,185
10/4/14 5:00,74.4688,23.6,8.5,23.8,36.6,185
10/4/14 5:15,74.4688,23.6,8.5,23.8,36.5,185
10/4/14 5:30,74.4125,23.6,8.5,23.8,36.5,185
10/4/14 5:45,74.4688,23.6,8.5,23.8,36.5,185
10/4/14 6:00,74.4125,23.6,8.5,23.8,36.5,185
10/4/14 6:15,74.4125,23.6,8.5,23.8,36.5,184
10/4/14 6:30,74.4688,23.5,8.5,23.8,36.5,185
10/4/14 6:45,74.4125,23.5,8.5,23.8,36.5,185
10/4/14 7:00,74.4125,23.5,8.5,23.8,36.5,185
10/4/14 7:15,74.4125,23.5,8.5,23.8,36.5,186
10/4/14 7:30,74.4125,23.5,8.5,23.8,36.5,188
10/4/14 7:45,74.4125,23.5,8.5,23.8,36.5,187
10/4/14 8:00,74.4125,23.5,8.5,23.8,36.5,187
10/4/14 8:15,74.3563,23.5,8.5,23.8,36.5,187
10/4/14 8:30,74.3563,23.5,8.5,23.8,36.5,187
10/4/14 8:45,74.4125,23.5,8.5,23.8,36.5,190
10/4/14 9:00,74.3563,23.5,8.5,23.8,36.5,192
10/4/14 9:15,74.3563,23.5,8.5,23.8,36.5,192
10/4/14 9:30,74.3563,23.5,8.5,23.8,36.5,192
10/4/14 9:45,74.4125,23.5,8.5,23.8,36.5,191
10/20/14 9:15,72.2188,22.3,8.5,24,35.9,192
10/20/14 9:30,72.275,22.4,8.5,24,35.9,192
10/20/14 9:45,72.275,22.4,8.5,24,35.9,192
10/20/14 10:00,72.275,22.4,8.5,24,35.9,192
