datetime,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_Crabwalk_F,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_C,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_pH,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Salinity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Conductivity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_ORP
2012/07/25 20:45:00,78.5187,25.8,8.8,25.8,41.1,292
2012/07/25 21:00:00,78.5187,25.8,8.8,25.8,41.1,292
2012/07/25 21:15:00,78.5187,25.8,8.8,25.8,41.1,292
2012/07/25 21:30:00,78.5187,25.8,8.8,25.8,41.1,291
2012/07/25 21:45:00,78.4625,25.8,8.8,25.8,41.1,292
2012/07/25 22:00:00,78.5187,25.8,8.8,25.8,41,293
2012/07/25 22:15:00,78.5187,25.8,8.8,25.8,41.1,291
2012/07/25 22:30:00,78.5187,25.8,8.8,25.8,41,292
2012/07/25 22:45:00,78.5187,25.8,8.8,25.8,41.1,292
2012/07/25 23:00:00,78.4625,25.8,8.8,25.8,41.1,291
2012/07/25 23:15:00,78.4625,25.8,8.8,25.8,41,291
2012/07/25 23:30:00,78.4625,25.8,8.8,25.8,41,291
2012/07/25 23:45:00,78.4625,25.8,8.8,25.8,41.1,291
2012/07/26 00:00:00,78.4625,25.8,8.8,25.8,41,291
2012/07/26 00:15:00,78.4625,25.8,8.8,25.8,41,292
2012/07/26 00:30:00,78.4625,25.8,8.8,25.8,41,292
2012/07/26 00:45:00,78.4625,25.8,8.8,25.8,41.1,292
2012/07/26 01:00:00,78.4625,25.8,8.8,25.8,41,292
2012/07/26 01:15:00,78.4625,25.8,8.8,25.8,41,292
2012/07/26 01:30:00,78.4625,25.8,8.8,25.8,41,292
2012/07/26 01:45:00,78.4625,25.8,8.8,25.8,41,292
2012/07/26 02:00:00,78.4063,25.8,8.8,25.8,41,293
2012/07/26 02:15:00,78.4063,25.8,8.8,25.8,41,289
2012/07/26 02:30:00,78.4063,25.8,8.8,25.8,41,289
2012/07/26 02:45:00,78.4063,25.8,8.8,25.8,41,290
2012/07/26 03:00:00,78.4063,25.8,8.8,25.8,41,290
2012/07/26 03:15:00,78.4063,25.8,8.8,25.8,41,283
2012/07/26 03:30:00,78.4063,25.8,8.8,25.8,41,284
2012/07/26 03:45:00,78.4063,25.8,8.8,25.8,41,285
2012/07/26 04:00:00,78.35,25.8,8.8,25.8,41,286
2012/07/26 04:15:00,78.35,25.8,8.8,25.8,41,287
2012/07/26 04:30:00,78.35,25.8,8.8,25.8,41,288
2012/07/26 04:45:00,78.35,25.8,8.8,25.8,41,289
2012/07/26 05:00:00,78.4063,25.8,8.8,25.8,41,290
2012/07/26 05:15:00,78.2938,25.8,8.8,25.8,41,290
2012/07/26 05:30:00,78.2938,25.8,8.8,25.8,41,290
2012/07/26 05:45:00,78.2938,25.7,8.8,25.8,41,291
2012/07/26 06:00:00,78.35,25.7,8.8,25.8,41,290
2012/07/26 06:15:00,78.2938,25.7,8.8,25.8,41,291
2012/07/26 06:30:00,78.2938,25.7,8.8,25.8,41,291
2012/07/26 06:45:00,78.35,25.7,8.8,25.8,41,291
2012/07/26 07:00:00,78.2938,25.7,8.8,25.8,41,291
2012/07/26 07:15:00,78.2938,25.7,8.8,25.8,41,292
2012/07/26 07:30:00,78.2938,25.7,8.8,25.8,41,292
2012/07/26 07:45:00,78.35,25.7,8.8,25.8,41,292
2012/07/26 08:00:00,78.35,25.7,8.8,25.8,41,292
2012/07/26 08:15:00,78.35,25.7,8.8,25.8,41,293
2012/07/26 08:30:00,78.35,25.7,8.8,25.8,41,292
2012/07/26 08:45:00,78.35,25.8,8.8,25.8,41,292
2012/07/26 09:00:00,78.35,25.8,8.8,25.8,41.1,292
2012/07/26 09:15:00,78.35,25.8,8.8,25.8,41.1,292
2012/07/26 09:30:00,78.4063,25.8,8.8,25.8,41,292
2012/07/26 09:45:00,78.4063,25.8,8.8,25.8,41.1,292
2012/07/26 10:00:00,78.4063,25.8,8.8,25.8,41,292
2012/07/26 10:15:00,78.4625,25.8,8.8,25.8,41.1,292
2012/07/26 10:30:00,78.4625,25.8,8.8,25.8,41.1,292
2012/07/26 10:45:00,78.4625,25.8,8.8,25.8,41.1,292
2012/07/26 11:00:00,78.5187,25.8,8.8,25.8,41.1,292
2012/07/26 11:15:00,78.5187,25.9,8.8,25.8,41.1,292
2012/07/26 11:30:00,78.5187,25.9,8.8,25.8,41.1,292
2012/07/26 11:45:00,78.575,25.9,8.8,25.8,41.2,292
2012/07/26 12:00:00,78.6313,25.9,8.8,25.8,41.1,292
2012/07/26 12:15:00,78.6313,25.9,8.8,25.8,41.2,291
2012/07/26 12:30:00,78.6875,25.9,8.8,25.8,41.2,292
2012/07/26 12:45:00,78.6875,26,8.8,25.8,41.2,291
2012/07/26 13:00:00,78.6875,26,8.8,25.8,41.2,291
2012/07/26 13:15:00,78.7438,26,8.8,25.8,41.2,291
2012/07/26 13:30:00,78.7438,26,8.8,25.8,41.2,291
2012/07/26 13:45:00,78.8,26,8.8,25.8,41.2,291
2012/07/26 14:00:00,78.8,26,8.8,25.8,41.2,291
2012/07/26 14:15:00,78.8563,26,8.8,25.8,41.2,290
2012/07/26 14:30:00,78.8563,26,8.8,25.8,41.2,290
2012/07/26 14:45:00,78.8563,26,8.8,25.8,41.2,290
2012/07/26 15:00:00,78.8563,26,8.8,25.8,41.2,291
2012/07/26 15:15:00,78.8563,26.1,8.8,25.8,41.2,290
2012/07/26 15:30:00,78.9125,26.1,8.8,25.8,41.3,290
2012/07/26 15:45:00,78.9125,26.1,8.8,25.8,41.3,290
2012/07/26 16:00:00,78.9125,26.1,8.8,25.8,41.2,291
2012/07/26 16:15:00,78.9125,26.1,8.8,25.8,41.2,290
2012/07/26 16:30:00,78.9125,26.1,8.8,25.8,41.3,290
2012/07/26 16:45:00,78.9125,26.1,8.8,25.8,41.2,290
2012/07/26 17:00:00,78.9125,26.1,8.8,25.8,41.3,290
2012/07/26 17:15:00,78.9125,26.1,8.8,25.8,41.2,290
2012/07/26 17:30:00,78.9125,26.1,8.8,25.8,41.3,290
2012/07/26 17:45:00,78.9125,26.1,8.8,25.8,41.3,290
2012/07/26 18:00:00,78.9125,26.1,8.8,25.8,41.2,289
2012/07/26 18:15:00,78.9125,26.1,8.8,25.8,41.2,289
2012/07/26 18:30:00,78.9125,26.1,8.8,25.8,41.3,290
2012/07/26 18:45:00,78.8563,26.1,8.8,25.8,41.2,290
2012/07/26 19:00:00,78.9125,26.1,8.8,25.8,41.2,290
2012/07/26 19:15:00,78.9125,26.1,8.8,25.8,41.2,289
2012/07/26 19:30:00,78.9125,26.1,8.8,25.8,41.2,290
2012/07/26 19:45:00,78.9125,26.1,8.8,25.8,41.2,290
2012/07/26 20:00:00,78.9125,26.1,8.8,25.8,41.2,290
2012/07/26 20:15:00,78.9125,26.1,8.8,25.8,41.2,291
2012/07/26 20:30:00,78.9125,26,8.8,25.8,41.2,290
2012/07/26 20:45:00,78.9125,26,8.8,25.8,41.3,290
2012/07/26 21:00:00,78.9125,26,8.8,25.8,41.2,290
2012/07/26 21:15:00,78.9125,26,8.8,25.8,41.2,290
2012/07/26 21:30:00,78.9125,26,8.8,25.8,41.2,291
2012/07/26 21:45:00,78.9125,26,8.8,25.8,41.2,291
2012/07/26 22:00:00,78.9125,26,8.8,25.8,41.2,291
2012/07/26 22:15:00,78.8563,26,8.8,25.8,41.2,291
2012/07/26 22:30:00,78.9125,26,8.8,25.8,41.2,291
2012/07/26 22:45:00,78.9125,26,8.8,25.8,41.2,291
2012/07/26 23:00:00,78.9125,26,8.8,25.8,41.2,291
2012/07/26 23:15:00,78.8563,26,8.8,25.8,41.2,291
2012/07/26 23:30:00,78.8563,26,8.8,25.8,41.2,291
2012/07/26 23:45:00,78.8563,26,8.8,25.8,41.2,290
2012/07/27 00:00:00,78.8563,26,8.8,25.8,41.2,291
2012/07/27 00:15:00,78.8563,26,8.8,25.8,41.2,290
2012/07/27 00:30:00,78.8563,26,8.8,25.8,41.2,291
2012/07/27 00:45:00,78.8563,26,8.8,25.8,41.2,291
2012/07/27 01:00:00,78.8563,26,8.8,25.8,41.2,292
2012/07/27 01:15:00,78.8563,26,8.8,25.8,41.2,291
2012/07/27 01:30:00,78.8,26,8.8,25.8,41.2,291
2012/07/27 01:45:00,78.8,26,8.8,25.8,41.2,291
2012/07/27 02:00:00,78.8,26,8.8,25.8,41.2,291
2012/07/27 02:15:00,78.8,26,8.8,25.8,41.2,291
2012/07/27 02:30:00,78.8,26,8.8,25.8,41.2,291
2012/07/27 02:45:00,78.8,26,8.8,25.8,41.2,292
2012/07/27 03:00:00,78.8,26,8.8,25.8,41.2,292
2012/07/27 03:15:00,78.8,26,8.8,25.8,41.2,292
2012/07/27 03:30:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 03:45:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 04:00:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 04:15:00,78.8,26,8.8,25.8,41.2,292
2012/07/27 04:30:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 04:45:00,78.7438,26,8.8,25.8,41.2,293
2012/07/27 05:00:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 05:15:00,78.6875,26,8.8,25.8,41.2,293
2012/07/27 05:30:00,78.6875,26,8.8,25.8,41.2,293
2012/07/27 05:45:00,78.6875,26,8.8,25.8,41.2,293
2012/07/27 06:00:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 06:15:00,78.6313,26,8.8,25.8,41.2,293
2012/07/27 06:30:00,78.6875,25.9,8.8,25.8,41.2,292
2012/07/27 06:45:00,78.6313,25.9,8.8,25.8,41.1,292
2012/07/27 07:00:00,78.6313,25.9,8.8,25.8,41.2,292
2012/07/27 07:15:00,78.6313,25.9,8.8,25.8,41.2,292
2012/07/27 07:30:00,78.6313,25.9,8.8,25.8,41.2,293
2012/07/27 07:45:00,78.6313,25.9,8.8,25.8,41.1,292
2012/07/27 08:00:00,78.6313,25.9,8.8,25.8,41.1,293
2012/07/27 08:15:00,78.6313,25.9,8.8,25.8,41.2,293
2012/07/27 08:30:00,78.6313,25.9,8.8,25.8,41.2,293
2012/07/27 08:45:00,78.6313,25.9,8.8,25.8,41.2,294
2012/07/27 09:00:00,78.6313,25.9,8.8,25.8,41.2,293
2012/07/27 09:15:00,78.6875,25.9,8.8,25.8,41.2,293
2012/07/27 09:30:00,78.6875,25.9,8.7,25.8,41.2,292
2012/07/27 09:45:00,78.6875,25.9,8.7,25.8,41.2,292
2012/07/27 10:00:00,78.6875,25.9,8.7,25.8,41.2,293
2012/07/27 10:15:00,78.7438,25.9,8.7,25.8,41.2,292
2012/07/27 10:30:00,78.6875,25.9,8.7,25.8,41.2,293
2012/07/27 10:45:00,78.6875,25.9,8.7,25.8,41.2,293
2012/07/27 11:00:00,78.6875,25.9,8.7,25.8,41.2,293
2012/07/27 11:15:00,78.6875,25.9,8.7,25.8,41.2,293
2012/07/27 11:30:00,78.6875,25.9,8.8,25.8,41.2,293
2012/07/27 11:45:00,78.6875,25.9,8.8,25.8,41.2,293
2012/07/27 12:00:00,78.6313,26,8.8,25.8,41.2,293
2012/07/27 12:15:00,78.575,26,8.8,25.8,41.2,293
2012/07/27 12:30:00,78.6313,26,8.8,25.8,41.2,293
2012/07/27 12:45:00,78.6313,26,8.8,25.8,41.2,292
2012/07/27 13:00:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 13:15:00,78.6313,26,8.8,25.8,41.2,291
2012/07/27 13:30:00,78.6875,26,8.8,25.8,41.3,292
2012/07/27 13:45:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 14:00:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 14:15:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 14:30:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 14:45:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 15:00:00,78.6313,26,8.8,25.8,41.2,291
2012/07/27 15:15:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 15:30:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 15:45:00,78.6875,26,8.8,25.8,41.2,291
2012/07/27 16:00:00,78.7438,26,8.8,25.8,41.2,291
2012/07/27 16:15:00,78.6875,26,8.8,25.8,41.2,291
2012/07/27 16:30:00,78.6875,26,8.8,25.8,41.2,291
2012/07/27 16:45:00,78.7438,26,8.8,25.8,41.2,291
2012/07/27 17:00:00,78.7438,26,8.8,25.8,41.2,291
2012/07/27 17:15:00,78.7438,26,8.8,25.8,41.2,291
2012/07/27 17:30:00,78.6875,26,8.8,25.8,41.2,291
2012/07/27 17:45:00,78.6875,26,8.8,25.8,41.2,292
2012/07/27 18:00:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 18:15:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 18:30:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 18:45:00,78.7438,26,8.8,25.8,41.2,292
2012/07/27 19:00:00,78.6875,26,8.8,25.8,41.1,292
2012/07/27 19:15:00,78.6875,25.9,8.8,25.8,41.2,292
2012/07/27 19:30:00,78.6313,25.9,8.8,25.8,41.1,292
2012/07/27 19:45:00,78.575,25.9,8.8,25.8,41.1,292
2012/07/27 20:00:00,78.6313,25.9,8.8,25.8,41.1,292
2012/07/27 20:15:00,78.575,25.9,8.8,25.8,41.1,292
2012/07/27 20:30:00,78.575,25.9,8.8,25.8,41.1,292
2012/07/27 20:45:00,78.575,25.9,8.8,25.8,41.1,292
2012/07/27 21:00:00,78.575,25.9,8.8,25.8,41.1,292
2012/07/27 21:15:00,78.575,25.9,8.8,25.8,41.1,292
2012/07/27 21:30:00,78.5187,25.9,8.8,25.8,41.1,292
2012/07/27 21:45:00,78.5187,25.9,8.8,25.8,41.1,291
2012/07/27 22:00:00,78.4625,25.9,8.8,25.8,41.1,291
2012/07/27 22:15:00,78.5187,25.9,8.8,25.8,41.1,292
2012/07/27 22:30:00,78.575,25.9,8.8,25.8,41.1,292
2012/07/27 22:45:00,78.5187,25.9,8.8,25.8,41.1,292
2012/07/27 23:00:00,78.5187,25.9,8.8,25.8,41.1,293
2012/07/27 23:15:00,78.4625,25.9,8.8,25.8,41.1,292
2012/07/27 23:30:00,78.4625,25.9,8.8,25.8,41.1,292
2012/07/27 23:45:00,78.4625,25.8,8.8,25.8,41.1,293
2012/07/28 00:00:00,78.4625,25.8,8.8,25.8,41.1,292
2012/07/28 00:15:00,78.4625,25.8,8.8,25.8,41.1,292
2012/07/28 00:30:00,78.4063,25.8,8.8,25.8,41.1,293
2012/07/28 00:45:00,78.4063,25.8,8.8,25.8,41.1,293
2012/07/28 01:00:00,78.35,25.8,8.8,25.8,41.1,293
2012/07/28 01:15:00,78.4063,25.8,8.8,25.8,41,293
2012/07/28 01:30:00,78.4063,25.8,8.8,25.8,41,294
2012/07/28 01:45:00,78.35,25.8,8.8,25.8,41,293
2012/07/28 02:00:00,78.4063,25.8,8.8,25.8,41,293
2012/07/28 02:15:00,78.35,25.8,8.8,25.8,41,294
2012/07/28 02:30:00,78.35,25.8,8.8,25.8,41,293
2012/07/28 02:45:00,78.35,25.8,8.8,25.8,41,294
2012/07/28 03:00:00,78.35,25.8,8.8,25.8,41,295
2012/07/28 03:15:00,78.35,25.8,8.8,25.8,41,295
2012/07/28 03:30:00,78.35,25.8,8.8,25.8,41,294
2012/07/28 03:45:00,78.2375,25.8,8.8,25.8,41,294
2012/07/28 04:00:00,78.2375,25.7,8.8,25.8,41,295
2012/07/28 04:15:00,78.2938,25.7,8.8,25.8,41,295
2012/07/28 04:30:00,78.2375,25.7,8.8,25.8,41,295
2012/07/28 04:45:00,78.125,25.7,8.8,25.8,41,295
2012/07/28 05:00:00,78.1813,25.7,8.8,25.8,41,295
2012/07/28 05:15:00,78.1813,25.7,8.8,25.8,41,295
2012/07/28 05:30:00,78.1813,25.7,8.8,25.8,41,295
2012/07/28 05:45:00,78.125,25.7,8.8,25.8,41,295
2012/07/28 06:00:00,78.125,25.7,8.8,25.8,40.9,295
2012/07/28 06:15:00,78.1813,25.7,8.8,25.8,40.9,295
2012/07/28 06:30:00,78.125,25.7,8.8,25.8,40.9,295
2012/07/28 06:45:00,78.0688,25.7,8.8,25.8,40.9,295
2012/07/28 07:00:00,78.0688,25.7,8.8,25.8,40.9,295
2012/07/28 07:15:00,78.0688,25.7,8.8,25.8,40.9,295
2012/07/28 07:30:00,78.0125,25.7,8.8,25.8,40.9,295
2012/07/28 07:45:00,78.0688,25.7,8.8,25.8,40.9,295
2012/07/28 08:00:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 08:15:00,78.0688,25.6,8.8,25.8,40.9,295
2012/07/28 08:30:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 08:45:00,78.0688,25.6,8.8,25.8,40.9,295
2012/07/28 09:00:00,78.0688,25.6,8.8,25.8,40.9,295
2012/07/28 09:15:00,78.0688,25.6,8.8,25.8,40.9,296
2012/07/28 09:30:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 09:45:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 10:00:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 10:15:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 10:30:00,77.9562,25.6,8.8,25.8,40.9,296
2012/07/28 10:45:00,77.9562,25.6,8.8,25.8,40.9,296
2012/07/28 11:00:00,78.0125,25.6,8.8,25.8,40.9,296
2012/07/28 11:15:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 11:30:00,77.9562,25.6,8.8,25.8,40.9,295
2012/07/28 11:45:00,78.0125,25.6,8.8,25.8,40.9,295
2012/07/28 12:00:00,78.0688,25.6,8.8,25.8,40.9,295
2012/07/28 12:15:00,78.0688,25.6,8.8,25.8,41,295
2012/07/28 12:30:00,78.0688,25.6,8.8,25.8,40.9,295
2012/07/28 12:45:00,78.0688,25.6,8.8,25.8,41,295
2012/07/28 13:00:00,78.125,25.6,8.8,25.8,41,294
2012/07/28 13:15:00,78.125,25.7,8.8,25.8,41,293
2012/07/28 13:30:00,78.0688,25.7,8.8,25.8,41,293
2012/07/28 13:45:00,78.1813,25.7,8.8,25.8,41,294
2012/07/28 14:00:00,78.1813,25.7,8.8,25.8,41,293
2012/07/28 14:15:00,78.0688,25.7,8.8,25.8,41,294
2012/07/28 14:30:00,78.125,25.7,8.8,25.8,41,294
2012/07/28 14:45:00,78.1813,25.7,8.8,25.8,41,294
2012/07/28 15:00:00,78.125,25.7,8.8,25.8,41,294
2012/07/28 15:15:00,78.125,25.7,8.8,25.8,41,294
2012/07/28 15:30:00,78.125,25.7,8.8,25.8,41,293
2012/07/28 15:45:00,78.1813,25.7,8.8,25.8,40.9,294
2012/07/28 16:00:00,78.125,25.7,8.8,25.8,41,294
2012/07/28 16:15:00,78.125,25.7,8.8,25.8,40.9,294
2012/07/28 16:30:00,78.125,25.7,8.8,25.8,40.9,294
2012/07/28 16:45:00,78.125,25.7,8.8,25.8,40.9,294
2012/07/28 17:00:00,78.125,25.6,8.8,25.8,40.9,294
2012/07/28 17:15:00,78.125,25.6,8.8,25.8,40.9,294
2012/07/28 17:30:00,78.0688,25.6,8.8,25.8,40.9,294
2012/07/28 17:45:00,78.0688,25.6,8.8,25.8,40.9,294
2012/07/28 18:00:00,78.0688,25.6,8.8,25.8,40.9,294
2012/07/28 18:15:00,78.0688,25.6,8.8,25.8,40.9,293
2012/07/28 18:30:00,78.0688,25.6,8.8,25.8,40.9,294
2012/07/28 18:45:00,78.0125,25.6,8.8,25.8,40.9,294
2012/07/28 19:00:00,78.0688,25.6,8.8,25.8,40.9,294
2012/07/28 19:15:00,78.0125,25.6,8.8,25.8,40.9,294
2012/07/28 19:30:00,78.0125,25.6,8.8,25.8,40.9,294
2012/07/28 19:45:00,77.9562,25.6,8.8,25.8,40.9,294
2012/07/28 20:00:00,77.9562,25.6,8.8,25.8,40.9,294
2012/07/28 20:15:00,77.9562,25.6,8.8,25.8,40.9,294
2012/07/28 20:30:00,77.9562,25.6,8.8,25.8,40.8,294
2012/07/28 20:45:00,77.9562,25.6,8.8,25.8,40.8,295
2012/07/28 21:00:00,77.9562,25.6,8.8,25.8,40.8,295
2012/07/28 21:15:00,77.9562,25.6,8.8,25.8,40.8,295
2012/07/28 21:30:00,77.9562,25.6,8.8,25.8,40.8,294
2012/07/28 21:45:00,77.9,25.6,8.8,25.8,40.8,295
2012/07/28 22:00:00,77.8438,25.5,8.8,25.8,40.8,295
2012/07/28 22:15:00,77.9,25.5,8.8,25.8,40.8,295
2012/07/28 22:30:00,77.9,25.5,8.8,25.8,40.8,295
2012/07/28 22:45:00,77.7875,25.5,8.8,25.8,40.8,295
2012/07/28 23:00:00,77.8438,25.5,8.8,25.8,40.8,295
2012/07/28 23:15:00,77.9,25.5,8.8,25.8,40.8,295
2012/07/28 23:30:00,77.8438,25.5,8.8,25.8,40.8,296
2012/07/28 23:45:00,77.7875,25.5,8.8,25.8,40.8,296
2012/07/29 00:00:00,77.8438,25.5,8.8,25.8,40.8,296
2012/07/29 00:15:00,77.7875,25.5,8.8,25.8,40.8,296
2012/07/29 00:30:00,77.7875,25.5,8.8,25.8,40.8,296
2012/07/29 00:45:00,77.7875,25.5,8.8,25.8,40.8,296
2012/07/29 01:00:00,77.7875,25.5,8.8,25.8,40.8,296
2012/07/29 01:15:00,77.7313,25.5,8.8,25.8,40.8,296
2012/07/29 01:30:00,77.7875,25.5,8.8,25.8,40.8,296
2012/07/29 01:45:00,77.675,25.5,8.8,25.8,40.8,296
2012/07/29 02:00:00,77.675,25.5,8.8,25.8,40.7,297
2012/07/29 02:15:00,77.675,25.5,8.8,25.8,40.8,297
2012/07/29 02:30:00,77.675,25.4,8.8,25.8,40.7,297
2012/07/29 02:45:00,77.675,25.4,8.8,25.8,40.7,298
2012/07/29 03:00:00,77.675,25.4,8.8,25.8,40.7,297
2012/07/29 03:15:00,77.675,25.4,8.8,25.8,40.7,297
2012/07/29 03:30:00,77.6188,25.4,8.8,25.8,40.7,294
2012/07/29 03:45:00,77.6188,25.4,8.8,25.8,40.7,295
2012/07/29 04:00:00,77.675,25.4,8.8,25.8,40.7,296
2012/07/29 04:15:00,77.6188,25.4,8.8,25.8,40.7,296
2012/07/29 04:30:00,77.5625,25.4,8.8,25.8,40.7,297
2012/07/29 04:45:00,77.5625,25.4,8.8,25.8,40.7,297
2012/07/29 05:00:00,77.6188,25.4,8.8,25.8,40.7,297
2012/07/29 05:15:00,77.5625,25.4,8.8,25.8,40.7,297
2012/07/29 05:30:00,77.5625,25.4,8.8,25.8,40.7,297
2012/07/29 05:45:00,77.5063,25.3,8.8,25.8,40.7,297
2012/07/29 06:00:00,77.5625,25.3,8.8,25.8,40.6,298
2012/07/29 06:15:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 06:30:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 06:45:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 07:00:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 07:15:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 07:30:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 07:45:00,77.3937,25.3,8.8,25.8,40.7,298
2012/07/29 08:00:00,77.3937,25.3,8.8,25.8,40.7,298
2012/07/29 08:15:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 08:30:00,77.5063,25.3,8.8,25.8,40.7,298
2012/07/29 08:45:00,77.3937,25.3,8.8,25.8,40.7,297
2012/07/29 09:00:00,77.45,25.3,8.8,25.8,40.7,297
2012/07/29 09:15:00,77.5063,25.3,8.8,25.8,40.7,297
2012/07/29 09:30:00,77.5063,25.3,8.8,25.8,40.7,297
2012/07/29 09:45:00,77.5625,25.3,8.8,25.8,40.7,297
2012/07/29 10:00:00,77.5063,25.3,8.8,25.8,40.7,297
2012/07/29 10:15:00,77.5625,25.4,8.8,25.8,40.7,297
2012/07/29 10:30:00,77.6188,25.4,8.8,25.8,40.8,297
2012/07/29 10:45:00,77.6188,25.4,8.8,25.8,40.8,296
2012/07/29 11:00:00,77.5625,25.4,8.8,25.8,40.7,296
2012/07/29 11:15:00,77.675,25.4,8.8,25.8,40.7,296
2012/07/29 11:30:00,77.675,25.5,8.8,25.8,40.7,295
2012/07/29 11:45:00,77.675,25.5,8.8,25.8,40.8,295
2012/07/29 12:00:00,77.675,25.5,8.8,25.8,40.8,294
2012/07/29 12:15:00,77.7875,25.5,8.8,25.8,40.8,294
2012/07/29 12:30:00,77.7313,25.5,8.8,25.8,40.8,294
2012/07/29 12:45:00,77.7875,25.5,8.8,25.8,40.8,289
2012/07/29 13:00:00,77.8438,25.5,8.8,25.7,40.8,287
2012/07/29 13:15:00,77.9,25.5,8.8,25.8,40.8,287
2012/07/29 13:30:00,77.9,25.5,8.8,25.8,40.8,288
2012/07/29 13:45:00,77.9562,25.5,8.8,25.7,40.8,289
2012/07/29 14:00:00,77.9562,25.5,8.8,25.8,40.8,289
2012/07/29 14:15:00,78.0125,25.6,8.8,25.8,40.8,290
2012/07/29 14:30:00,78.0125,25.6,8.8,25.8,40.8,289
2012/07/29 14:45:00,77.9562,25.6,8.8,25.7,40.8,291
2012/07/29 15:00:00,77.9562,25.6,8.8,25.7,40.8,292
2012/07/29 15:15:00,77.9562,25.6,8.8,25.7,40.8,291
2012/07/29 15:30:00,77.9,25.6,8.8,25.8,40.8,292
2012/07/29 15:45:00,77.9,25.6,8.8,25.8,40.8,292
2012/07/29 16:00:00,77.9,25.6,8.8,25.8,40.8,293
2012/07/29 16:15:00,77.9,25.6,8.8,25.8,40.8,292
2012/07/29 16:30:00,77.9,25.5,8.8,25.8,40.8,292
2012/07/29 16:45:00,77.8438,25.5,8.8,25.8,40.8,293
2012/07/29 17:00:00,77.9,25.5,8.8,25.8,40.8,293
2012/07/29 17:15:00,77.9,25.5,8.8,25.8,40.8,293
2012/07/29 17:30:00,77.9,25.5,8.8,25.8,40.8,294
2012/07/29 17:45:00,77.8438,25.5,8.8,25.8,40.8,294
2012/07/29 18:00:00,77.9,25.5,8.8,25.8,40.8,294
2012/07/29 18:15:00,77.8438,25.5,8.8,25.8,40.8,294
2012/07/29 18:30:00,77.9,25.5,8.8,25.8,40.8,294
2012/07/29 18:45:00,77.8438,25.5,8.8,25.8,40.8,294
2012/07/29 19:00:00,77.8438,25.5,8.8,25.8,40.8,294
2012/07/29 19:15:00,77.8438,25.5,8.8,25.8,40.8,294
2012/07/29 19:30:00,77.7313,25.5,8.8,25.8,40.8,294
2012/07/29 19:45:00,77.7313,25.5,8.8,25.8,40.8,294
2012/07/29 20:00:00,77.7313,25.5,8.8,25.8,40.8,294
2012/07/29 20:15:00,77.7875,25.5,8.8,25.8,40.8,294
2012/07/29 20:30:00,77.7875,25.5,8.8,25.8,40.7,294
2012/07/29 20:45:00,77.7313,25.5,8.8,25.8,40.7,295
2012/07/29 21:00:00,77.7313,25.5,8.8,25.8,40.8,295
2012/07/29 21:15:00,77.7313,25.5,8.8,25.8,40.7,295
2012/07/29 21:30:00,77.7313,25.4,8.8,25.8,40.7,295
2012/07/29 21:45:00,77.7313,25.4,8.8,25.8,40.7,295
2012/07/29 22:00:00,77.7313,25.4,8.8,25.8,40.7,295
2012/07/29 22:15:00,77.7313,25.4,8.8,25.8,40.7,295
2012/07/29 22:30:00,77.7313,25.4,8.8,25.8,40.7,296
2012/07/29 22:45:00,77.675,25.4,8.8,25.8,40.7,296
