Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L),Temperature (ºF),Temperature (ºC),pH (mV),Salinity (PSU),Conductivity (µS/cm),"Conductivity, Non-Linear Function (µS/cm)","Conductivity, Specific (µS/cm)",Dissolved Oxygen (mg/L),"Dissolved Oxygen, Saturated (%)","Dissolved Oxygen, Local (%)",Oxygen Reduction Potential (mV),Chlorophyll (RFU),Total Algae (RFU),Total Dissolved Solids (mg/L)
0.03991730260000248,-0.09145060798593156,-0.37824389540521436,-0.2893485466990758,-0.20149957636913093,0.1369585707123437,0.04660437889555008,0.07770117501717762,0.13246433202279645,0.1307682365383031,1,-0.27728990739116466,-0.22080712946472042,-0.2794502910866919,-0.295301436941171,0.1262780899387007,0.0015916420276666464,-0.2897641945246191,0.08788169211698013,0.17326207865305632,0.3944800818582128,-0.3428768013770551
0.04813392133135117,-0.20219239787096632,-0.14181580521117387,-0.2735088663127932,-0.04241261666422177,-0.09091551593251988,-0.08113927938556435,-0.5113747415743038,0.37154320322134776,0.2621393490628216,-0.27728990739116466,1,0.8006798397243331,0.8014688705836136,0.7964577132536175,-0.20010006543629946,-0.03526791497952217,-0.01158633184333098,0.1486385993883582,-0.08009684259185147,-0.07454930608057746,0.7902424159616204
0.026569879672633658,-0.04946273641891966,0.10153259324213966,-0.07906473656456746,0.0013246190658212707,-0.08665442861312561,-0.07392941375278092,-0.5471203567051288,0.6555702641933321,0.5808013050511709,-0.22080712946472042,0.8006798397243331,1,0.9903899701680087,0.9894257743454591,-0.2277288331576696,-0.0836789003581687,0.07437191329162303,-0.019495178684023458,0.06691337986106995,-0.050615162211642174,0.9910450995800735
0.038466424892695306,-0.051382817099860624,-0.04599583698754764,-0.05743728940686054,0.03842410061590132,0.051067093769832754,-0.13513069517106727,-0.47352895878300405,-0.07952454877565619,-0.07723809437790123,-0.2794502910866919,0.8014688705836136,0.9903899701680087,1,0.9983022361876871,-0.25952135740575566,0.04530175799824643,0.03693767886986083,-0.11269708149712035,-0.034165910151816914,-0.08774280194995612,0.9887211848234374
0.04393202357454125,-0.03788059244063225,-0.04208406362997865,-0.05308553908180809,0.050290587294196554,0.06933592215037346,-0.1250425454602747,-0.5576862547006785,-0.11733474237213275,-0.1154822225037166,-0.295301436941171,0.7964577132536175,0.9894257743454591,0.9983022361876871,1,-0.26338685540395596,0.040397917436084424,0.03577617902833661,-0.11500428870440664,-0.03561499707892181,-0.09082605027968074,0.9897080859794591
-0.06118959147060139,-0.020728931810489876,-0.10901015094998782,-0.031210275936087804,0.09016496199311001,-0.0437984540384763,-0.10982684125695302,0.2680307709767715,-0.13855784073374608,-0.13814331468501695,0.1262780899387007,-0.20010006543629946,-0.2277288331576696,-0.25952135740575566,-0.26338685540395596,1,0.9501450794863409,0.3441176052092187,-0.03260569132363327,0.10876284599949498,-0.1577041176186042,-0.3834771953533885
0.024486333106926744,-0.19949000780111686,-0.42343059646422615,-0.1999821689114009,0.16394048353977722,0.005334989000036057,-0.14528934149773923,0.2570795558590294,-0.3076591560102782,-0.36821774112358574,0.0015916420276666464,-0.03526791497952217,-0.0836789003581687,0.04530175799824643,0.040397917436084424,0.9501450794863409,1,0.5032114515290617,0.21195310350991314,0.17259345619725017,-0.21968665148099878,-0.026684313763915158
0.008663772567330348,0.16759295240933264,0.08202368183755435,0.03408309281131744,0.21416799084685484,0.09660678910765348,-0.21180706755141512,0.24975068907015843,-0.16910042503207903,-0.2232692636804822,-0.2897641945246191,-0.01158633184333098,0.07437191329162303,0.03693767886986083,0.03577617902833661,0.3441176052092187,0.5032114515290617,1,-0.010575940738894334,0.3294540990274427,-0.14769287125799355,-0.029879545365723816
0.02824652209625682,-0.3199226285489755,-0.375260624842394,-0.1982922530190593,0.05699213128616943,-0.4936383511827248,-0.3613169178673738,0.054356653811159124,-0.5961607274465442,-0.4744159258272922,0.08788169211698013,0.1486385993883582,-0.019495178684023458,-0.11269708149712035,-0.11500428870440664,-0.03260569132363327,0.21195310350991314,-0.010575940738894334,1,0.07693000258265668,0.08378838544405406,-0.024382369762319132
0.015393096299478616,9.646445877313999e-4,0.09725260965865397,0.07415178739159621,0.01183764912601289,-0.0027416751082212777,-0.16867970067752713,-0.5260949750512673,-0.001794703107392567,-0.02644241435406193,0.17326207865305632,-0.08009684259185147,0.06691337986106995,-0.034165910151816914,-0.03561499707892181,0.10876284599949498,0.17259345619725017,0.3294540990274427,0.07693000258265668,1,0.45897535643441784,-0.05963216590427321
-0.025118656412672115,0.022598237377566298,-0.0929076608268337,-0.12195831190842756,-0.13922865576443794,0.23650320242095296,-0.008713524956572894,-0.37474600878801645,-0.012064780224364196,-0.017507983974921412,0.3944800818582128,-0.07454930608057746,-0.050615162211642174,-0.08774280194995612,-0.09082605027968074,-0.1577041176186042,-0.21968665148099878,-0.14769287125799355,0.08378838544405406,0.45897535643441784,1,-0.07053991063625015
0.04301072759864958,-0.01706117992179441,0.06629930889772516,0.024022298306116394,0.12823385772890789,0.08375095560496454,-0.21660640706783774,-0.39619376831657943,-0.04149464093556321,-0.03952648053678771,-0.3428768013770551,0.7902424159616204,0.9910450995800735,0.9887211848234374,0.9897080859794591,-0.3834771953533885,-0.026684313763915158,-0.029879545365723816,-0.024382369762319132,-0.05963216590427321,-0.07053991063625015,1
