Time Interval,Date,Temperature (ºF),Temperature (ºC),pH (mV),Salinity (PSU),Conductivity (µS/cm),"Conductivity, Non-Linear Function (µS/cm)","Conductivity, Specific (µS/cm)",Dissolved Oxygen (mg/L),"Dissolved Oxygen, Saturated (%)","Dissolved Oxygen, Local (%)",Oxygen Reduction Potential (mV),Chlorophyll (RFU),Total Algae (RFU),Total Dissolved Solids (mg/L),pH (YSI),Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",pH_Hach,Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L)
Monthly,2013-10-31,75.2,24,NA,24.8,38200,NA,NA,NA,NA,NA,180,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2013-11-30,75.9875,24.4,NA,24.6,38300,NA,NA,NA,NA,NA,177,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-02-28,79.3063,26.3,NA,24.9,40100,NA,NA,NA,NA,NA,164,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-03-31,79.475,26.4,NA,24.7,40000,NA,NA,NA,NA,NA,167,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-05-31,74.8063,23.8,NA,24.7,37800,NA,NA,NA,NA,NA,181,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-06-30,76.55,24.7,NA,24.3,38100,NA,NA,NA,NA,NA,182,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-07-31,78.0688,25.6,NA,24.1,38400,NA,NA,NA,NA,NA,180,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-08-31,76.7188,24.9,NA,23.9,37700,NA,NA,NA,NA,NA,178,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-09-30,77.7875,25.5,NA,23.6,37800,NA,NA,NA,NA,NA,184,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-10-31,73.175,22.8,NA,24,36300,NA,NA,NA,NA,NA,174,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-11-30,72.95,22.7,NA,24.1,36300,NA,NA,NA,NA,NA,185,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2014-12-31,75.8188,24.3,NA,24.3,37800,NA,NA,NA,NA,NA,191,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-01-31,69.9125,21,NA,24.6,35700,NA,NA,NA,NA,NA,188,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-02-28,70.7,21.4,NA,24.3,35700,NA,NA,NA,NA,NA,173,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-03-31,70.925,21.6,NA,24.3,35900,NA,NA,NA,NA,NA,164,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-04-30,72.5563,22.5,NA,24.2,36300,NA,NA,NA,NA,NA,167,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-05-31,72.7813,22.6,NA,23.9,36000,NA,NA,NA,NA,NA,173,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-06-30,77.8438,25.5,NA,24.1,38500,NA,NA,NA,NA,NA,182,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-07-31,79.3063,26.3,NA,24.3,39300,NA,NA,NA,NA,NA,180,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-08-31,79.5313,26.4,NA,24,39000,NA,NA,NA,NA,NA,165,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-09-30,78.4063,26.2,NA,21.3,34900,NA,NA,NA,NA,NA,169,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-10-31,74.4125,23.9,NA,21.9,34100,NA,NA,NA,NA,NA,136,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-11-30,73.0625,22.5,NA,24.7,36900,NA,NA,NA,NA,NA,133,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2015-12-31,73.4,23,NA,24.7,37400,NA,NA,NA,NA,NA,126,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-01-31,74.0187,23.2,NA,24.7,37500,NA,NA,NA,NA,NA,186,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-02-29,75.2,24,NA,24.7,38100,NA,NA,NA,NA,NA,142,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-03-31,76.1,24.5,NA,24.8,38700,NA,NA,NA,NA,NA,111,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-04-30,74.0187,23.4,NA,25.1,38200,NA,NA,NA,NA,NA,113,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-05-31,74.2438,23.5,NA,24.7,37700,NA,NA,NA,NA,NA,127,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-06-30,76.8875,24.9,NA,24.7,38700,NA,NA,NA,NA,NA,125,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-07-31,79.1375,26.2,NA,25.4,40800,NA,NA,NA,NA,NA,131,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-08-31,79.3063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-09-30,76.8031,24.8,NA,22.1,35000,NA,NA,NA,NA,NA,484,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-10-31,72.8375,22.7,NA,22.4,34100,NA,NA,NA,NA,NA,672,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-11-30,68.675,21,NA,22.9,33000,NA,NA,NA,NA,NA,737,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2016-12-31,69.6875,21,NA,23.2,33800,NA,NA,NA,NA,NA,772,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-01-31,70.3625,21.3,NA,23.4,34300,NA,NA,NA,NA,NA,793,NA,0,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-02-28,69.575,20.91,NA,24.435,35318.7,NA,NA,NA,NA,NA,796.8,NA,0.701562,NA,8.3575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-03-31,69.6875,21.72,NA,24.555,36125,NA,NA,NA,NA,NA,793.6,NA,0.898438,NA,8.3475,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-04-30,68.6188,20.675,NA,25.305,36006.2,NA,NA,NA,NA,NA,783.2,NA,0.6,NA,8.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-05-31,69.575,20.905,NA,26.505,37993.7,NA,NA,NA,NA,NA,792.8,NA,0.7,NA,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-06-30,73.6813,23.2,NA,27.5,41200,NA,NA,NA,NA,NA,806,NA,4.5,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-07-31,77.225,25.1,NA,27.9,43200,NA,NA,NA,NA,NA,808,NA,4,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-08-31,77.225,25.1,NA,29.2,45100,NA,NA,NA,NA,NA,803,NA,1,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-09-30,75.9313,24.4,NA,29.4,44900,NA,NA,NA,NA,NA,797,NA,0,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-10-31,70.7,21.5,NA,30,43600,NA,NA,NA,NA,NA,791,NA,0,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-11-30,72.8938,22.7,NA,29.5,43600,NA,NA,NA,NA,NA,756,NA,0,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monthly,2017-12-31,76.1,24.5,NA,30,46100,NA,NA,NA,NA,NA,735,NA,0,NA,8.6,0,0.05,0.9,1.5,NA,NA,NA,NA,NA
Monthly,2018-01-31,76.7188,24.8,NA,30.5,47000,NA,NA,NA,NA,NA,760,NA,0,NA,8.5,0,0.08499999999999999,1.1,1.9,NA,NA,NA,NA,NA
Monthly,2018-02-28,76.2687,24.6,NA,31,47300,NA,NA,NA,NA,NA,761,NA,0,NA,8.6,0,0.06,0.8,1.4,NA,NA,NA,NA,NA
Monthly,2018-03-31,76.8312,24.9,NA,32.1,49100,NA,NA,NA,NA,NA,770,NA,0,NA,8.8,0,0.11499999999999999,0.9,1.3,NA,NA,NA,NA,NA
Monthly,2018-04-30,76.325,24.6,NA,33.1,50100,NA,NA,NA,NA,NA,784,NA,0,NA,8.8,0.5,0.125,1.05,1.45,NA,NA,NA,NA,NA
Monthly,2018-05-31,74.075,23.3,NA,31.5,46900,NA,NA,NA,NA,NA,747,NA,0,NA,8.8,0,0.065,1.05,2.25,NA,NA,NA,NA,NA
Monthly,2018-06-30,75.2563,23.8,NA,31.2,46900,NA,NA,NA,NA,NA,805,NA,0,NA,8.7,0,0.17,1.1,1.8,NA,NA,NA,NA,NA
Monthly,2018-07-31,77.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.08,1.3,1.8,NA,NA,NA,NA,NA
Monthly,2018-08-31,79.1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.09,0.9,0.9,NA,NA,NA,NA,NA
Monthly,2018-09-30,77.3375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0.07,1.15,2.2,NA,NA,NA,NA,NA
Monthly,2018-10-31,70.5875,21.16,NA,31.445,44656.25,NA,NA,NA,92.5,NA,772,NA,0,NA,8.3025,0,0.06,0.8,1.2,NA,NA,NA,NA,NA
Monthly,2018-11-30,74.075,22.16,NA,31.414999,45331.249,NA,NA,NA,92,NA,788,NA,NA,NA,8.3425,0,0.06,1.2,1.8,8.245,132,0.32,0.0045000000000000005,NA
Monthly,2018-12-31,71.9938,22.23,NA,31.08,45206.249,NA,NA,NA,92.5,NA,796,NA,NA,NA,8.275,0,0.055,0.8,1.65,8.345,NA,0.26,0,NA
Monthly,2019-01-31,72.8375,22.644999,NA,31.304998,45774.998,NA,NA,NA,92.5,NA,788,NA,NA,NA,8.205,0,0.045,0.7,1.6,8.45,NA,0.03,NA,NA
Monthly,2019-02-28,71.3187,21.91,NA,31.33,45299.999,NA,NA,NA,94,NA,766,NA,NA,NA,8.285,0,0,0.9,2,8.5,125.2,0.16,0.007,NA
Monthly,2019-03-31,70.7,21.359999,NA,32.389999,45568.748,NA,NA,NA,93,NA,762,NA,NA,NA,8.389999,0,0.02,0.7,1.25,8.3,124,0.31,0.002,NA
Monthly,2019-04-30,72.1625,22.365,NA,34.16,49174.999,NA,NA,NA,88,NA,696,NA,NA,NA,8.357499,0,0.02,0.6499999999999999,1.1,8.3,107,0.255,0.0015,NA
Monthly,2019-05-31,72.7813,22.599998,NA,34.289997,49612.499,NA,NA,NA,88.5,NA,715,NA,NA,NA,8.254999,0,0.07,0.7,1.3,8,NA,0.32,0,NA
Monthly,2019-06-30,75.9875,24.459999,NA,34.189999,51393.749,NA,NA,NA,89.5,NA,737,NA,NA,NA,8.259999,0,0.04,1.1,1.7,8.455,118,0.46,0.0045000000000000005,NA
Monthly,2019-07-31,78.2938,25.549999,NA,34.099998,52381.248,NA,NA,NA,92.5,NA,758,NA,NA,NA,8.5587495,0,0,1,1.15,8.48,129,0.5,0.001,NA
Monthly,2019-08-31,78.6313,25.669998,NA,34.039997,52437.5,NA,NA,NA,93,NA,787.828125,NA,NA,NA,8.532499,0,0.065,0.9,1.2000000000000002,8.434999999999999,119.5,0.63,0.008,NA
Monthly,2019-09-30,NA,24.9524995,NA,34.41,52256.248,NA,NA,NA,92,NA,799.828125,NA,NA,NA,8.3525,0,0.03,0.6499999999999999,0.75,8.43,124,1.19,0.006500000000000001,NA
Monthly,2019-10-31,NA,22.24,NA,33.419998,48224.998,NA,NA,NA,95,NA,744.064453,NA,NA,NA,8.25,0,0.015,0.4,0.8500000000000001,8.350000000000001,129.5,0.855,0.003,NA
Monthly,2019-11-30,NA,21.924999,NA,33.349998,47856.247,NA,NA,NA,93.5,NA,784.042969,NA,NA,NA,8.2175,0,0.03,0.6,0.8,8.3,131,0.35,0,NA
Monthly,2019-12-31,NA,23.849998,NA,33.369999,49875,NA,NA,NA,94,NA,815.945312,NA,NA,NA,8.12,0,0.065,0.4,0.7,8.405000000000001,133,1.86,0.0035,NA
Monthly,2020-01-31,NA,23.875,NA,34.399998,51068.748,NA,NA,NA,93,NA,731.929687,NA,NA,NA,8.6725,0,0.03,0.5,0.9,8.485,135,1.615,0,NA
Monthly,2020-02-29,NA,23.849998,NA,34.399998,51106.247,NA,NA,NA,92,NA,739.929687,NA,NA,NA,8.6412495,0,0.035,0.5,0.6,8.545,134,1.81,5e-4,NA
Monthly,2020-03-31,NA,23.879999,NA,34.339996,51131.248,NA,NA,NA,92.5,NA,743.925781,NA,NA,NA,8.6675,0,0.045,0.6499999999999999,1.2,8.175,131.5,1.335,0.0025,NA
Monthly,2020-04-30,NA,23.939999,NA,34.329998,51087.498,NA,NA,NA,94.5,NA,743.914062,NA,NA,NA,8.759999,0,0.02,0.55,0.9,8.254999999999999,147,1.7,0.003,NA
Monthly,2020-05-31,NA,23.924999,NA,34.289997,51000,NA,NA,NA,94,NA,735.929687,NA,NA,NA,8.6375,0,0.05,0.6499999999999999,0.9500000000000001,8.29,124,0.78,0,NA
Monthly,2020-06-30,NA,24.945,NA,34.239998,51899.998,NA,NA,NA,93.5,NA,743.871094,NA,NA,NA,8.629999,0,0.04,0.75,1,8.27,123.5,0.48,0.0015,NA
Monthly,2020-07-31,NA,25.059999,NA,34.339996,52131.248,NA,NA,NA,93.5,NA,747.855469,NA,NA,NA,8.474999,0,0.05,0.7,0.6,8.254999999999999,127.5,0.52,0,NA
Monthly,2020-08-31,NA,25.059999,NA,34.209999,52068.748,NA,NA,NA,89,NA,743.871094,NA,NA,NA,8.412499,0,0.015,1.5,1.6,8.26,126,0.36,0.0175,NA
Monthly,2020-09-30,NA,25.025,NA,34.179996,51987.499,NA,NA,NA,87.5,NA,767.878906,NA,NA,NA,8.344999,0,0.02,1.5,1.8,8.27,119,0.32999999999999996,0,NA
Monthly,2020-10-31,NA,24.974998,NA,33.939999,51625,NA,NA,NA,86,NA,767.878906,NA,NA,NA,8.325,0,0.05,1.4,2,8.22,116,0.36,0.007,NA
Monthly,2020-11-30,NA,24.955,NA,33.389999,50799.999,NA,NA,NA,85.5,NA,771.882812,NA,NA,NA,8.1775,0,0.1,0.9,0.9,8.14,132,0.555,0,NA
Monthly,2020-12-31,NA,24.939999,NA,33.969997,51618.748,NA,NA,NA,87,NA,747.882812,NA,NA,NA,8.2525,0,0.055,1.1,1.25,8.08,128.5,0.69,0.003,NA
Monthly,2021-01-31,NA,24.974998,NA,33.824999000000005,51506.248,NA,NA,NA,88,NA,735.898437,NA,NA,NA,8.275,0,0.05,1.2,2.1,8.1,123,0.79,0,NA
Monthly,2021-02-28,NA,24.98,NA,34.149998,52000,NA,NA,NA,88.5,NA,727.886719,NA,NA,NA,8.254999,0,0.07,1.2,2.1,8.17,142,0.5,0,NA
Monthly,2021-03-31,NA,25.054998,NA,34.149998,51868.748,NA,NA,NA,89.5,NA,723.863281,NA,NA,NA,8.287499,0,0.04,1,1.45,8.26,132.5,0.615,0.0015,NA
Monthly,2021-04-30,NA,25.039999,NA,34.119999,51824.997,NA,NA,NA,89.5,NA,767.890625,NA,NA,NA,8.205,0,0.05,1,0.9,8.24,132,0.64,0,NA
Monthly,2021-05-31,77.181122,25.08,-91.049934,32.82,50393.749,50295.640625,50293.695313,6.059973,88.067932,101.227509,767.890625,0.4356285,1.124901,32808.9960935,8.0825,0,0.075,1.4,1.6,8.355,125,0.88,0.0015,NA
Monthly,2021-06-30,77.181122,25.100624,-90.9511525,32.2990665,49447.339844,49591.359375,49583.3945315,6.144086,89.36742749999999,102.40744,274.6673125,0.428281,1.0710155000000001,32203.042969,8.199556,0,0.135,1.4,1.4,8.235,128.5,0.95,0.005,NA
Monthly,2021-07-31,77.181122,25.100624,-89.774353,32.446426,49569.109375,49425.699219,49424.0898435,6.158163,89.640827,102.670845,272.10736099999997,0.161085,1.457163,32199.9433595,8.121202,0,0.13,1.4,1.7,8.17,126,1.82,0.007,NA
Monthly,2021-08-31,77.016495,25.009165,-92.23250949999999,32.516405500000005,49910.390625,49769.152344,49818.732422,6.1754964999999995,90.0724525,103.30516800000001,303.948196,1.14848,4.506612,32353.337891,8.140589,1,0.235,1.3,1.6,8.18,119.5,1.5550000000000002,0.005,NA
Monthly,2021-09-30,77.005234,25.002907,-92.273262,32.52037,49939.289063,50018.5859375,50039.125,6.1512744999999995,89.807899,103.10113899999999,287.419342,4.6650445000000005,17.441149,32442.140625,8.099959,0,0.18,1.25,2,8.205,115,1.89,0.01,NA
Monthly,2021-10-31,77.005234,25.002907,-91.8209415,32.530506,49952.949219,49977.300781,50001.875,6.078055,88.586952,101.354401,254.7249605,-1.019432,0.448542,32443.339844,8.104313999999999,0,0.14,0.8,1.5,8.16,136,1.915,0.008,NA
Monthly,2021-11-30,77.005234,25.002907,-89.8535915,32.908276,50631.0156255,50279.683594,50284.242188,6.109077,89.265106,101.969528,249.827133,-0.288755,1.0379035,32680.746094,8.114648500000001,0,0.1,1,1.15,8.08,131,1.81,0.003,NA
Monthly,2021-12-31,77.005234,25.002907,-88.515118,33.418988999999996,51114.621094,50803.792969,50813.996094,6.1019425,89.427124,102.339157,240.502945,-2.122144,-12.446454,33111.886719,8.014543,0,0.11,0.8,1.2,8.02,128,1.89,0.009,NA
Monthly,2022-01-31,77.005234,25.002907,-90.44237150000001,33.662495,51176.949219,51031.847656,51042.445313,6.143932,90.031151,103.457943,241.1761625,0.567296,-1.677902,33120.289063,8.054962,0,0.185,0.7,1.3,8.06,130.75,1.91,0.0125,NA
Monthly,2022-02-28,77.005234,25.002907,-95.3112675,33.280338,50713.1347655,50757.019531,50822,6.095084,89.2799565,101.246506,231.262344,-0.356757,-0.122449,32880.488281,8.165769000000001,0,0.08499999999999999,0.8,1.2,8.105,131.5,1.49,0.0135,NA
Monthly,2022-03-31,77.005234,25.002907,-97.56498,33.213497,50895.0058595,50561.9609375,50561.683594,6.1599330000000005,90.1757925,103.066479,236.878159,-0.55115,-2.478709,32874.089844,8.134034,0,0.07,0.8,0.8500000000000001,8.175,128.5,1.4849999999999999,0.008,NA
Monthly,2022-04-30,77.005234,25.002907,-100.586746,32.942768,50049.623047,50079.589844,50086.53125,6.154647,89.827293,102.61631,236.1025545,-0.345787,-0.111981,32580.142578,8.199251,0,0.13,1,1,8.23,122,1.59,0.002,NA
Monthly,2022-05-31,77.207703,25.115391,-102.641075,33.054134,50480.7226565,50529.902344,50535.8671875,6.115071,89.426888,102.718651,231.37941,-0.268688,1.572829,32844.185547,8.208965500000001,0,0.175,1.1,1.4,8.195,122.5,1.77,0.007,NA
Monthly,2022-06-30,77.185165,25.102871,-102.010895,33.410120000000006,50841.738281,50774.753906,50769.796875,6.102236,89.1862375,102.4348145,233.4514925,-0.046599,1.9385269999999999,33086.8847655,8.184856,0,0.2,1.3,1.57,8.05,115,1.915,0.002,NA
Monthly,2022-07-31,77.162636,25.090355,-103.322029,34.073988,51781.433594,51818.5,51815.84375,6.047659,88.8197745,101.679306,224.215714,-3.635439,-5.1712655000000005,33612.882813,8.171438,0,0.045,NA,NA,8.05,120,2.0199999999999996,0.009,NA
Monthly,2022-08-31,77.128845,25.071581,-102.825844,34.1045035,51789.8027345,51721.667969,51725.464844,5.995148,87.988258,100.664436,215.50148,-3.1339935,-3.852128,33539.986328,8.164457,0,0.13,1.36,2.27,8.09,122,NA,0,NA
Monthly,2022-09-30,77.083786,25.046549,-102.538078,33.182953,50331.316406,50303.949219,50308.044922,6.0962890000000005,89.095634,101.913498,218.022888,-1.523108,-3.4973729999999996,32687.942383,8.095726,0,0.11,1.2,1.5,8.07,115,NA,0.018,NA
Monthly,2022-10-31,77.072517,25.040289,-100.209831,32.795185,50216.902344,50303.96875,50300.8125,6.0991005,89.028267,102.050568,220.551781,-0.49094,-8.126611,32666.0927735,8.063513,0,0.09,1.085,1.735,8.03,116,1.6,0.008,0.01
Monthly,2022-11-30,77.027466,25.015257,-98.819244,33.198841,50889.902344,50530.919922,50513.09375,6.0424935,88.418373,101.281944,219.815407,-2.2685225,-13.847244499999999,32834.587891,8.0477575,0.5,0.07,0.915,1.2650000000000001,7.965,115,1.6,0.0135,0.05
Monthly,2022-12-31,77.207397,25.115223,-96.815727,32.889793,50051.574219,50088.126953,50084.3320315,6.0688905,88.6558455,101.345322,222.8536985,-1.194004,-3.798663,32572.845703,8.018,0,0.08,0.9,1.4,7.91,133,1.6,0.006,NA
Monthly,2023-01-31,77.173607,25.096447,-97.811699,33.113258,50517.039063,50547.441406,50542.890625,6.2034375,90.770058,103.304092,222.480255,-0.5141709999999999,-1.939487,32868.0859375,8.036388500000001,0,0.08,1.0150000000000001,1.35,7.875,131.5,1.6,0.0035,0.03
Monthly,2023-02-28,77.139809,25.077671,-101.39279149999999,33.293068,50750.5898435,50729.410156,50747.742188,6.160629,90.19892899999999,102.609726,237.18605050000002,-0.23590650000000002,3.3004685,32845.28125,8.126541,0,0.075,0.88,1.46,8.02,132,1.7650000000000001,0.013000000000000001,0.025
Monthly,2023-03-31,77.117279,25.065155,-103.671345,32.626255,49797.03125,49806.345703,49810.7695315,6.237223999999999,90.9454385,103.962532,240.426071,0.473252,6.7623014999999995,32320.439453,8.112396,0,0,0.97,1.135,8.055,134.8,1.56,0.004,NA
Monthly,2023-04-30,77.106018,25.058899,-108.40859950000001,32.397896,49516.4531255,49585.8808595,49597.464844,6.266205,91.304398,105.219299,226.432571,-1.058521,-7.886527,32198.34375,8.1636865,0,0.1,1.1800000000000002,1.5499999999999998,8.245000000000001,133.2,1.5899999999999999,0.013999999999999999,NA
Monthly,2023-05-31,77.07222,25.040123,-110.127228,33.4255165,51030.1328125,50943.949219,50945.6152345,6.1712015000000005,90.3129235,104.114441,220.21875,-0.561851,-7.613276,33066.492188,8.209346,0,0.10500000000000001,1.45,2,8.34,131.5,1.59,0.006500000000000001,0.005
