Time,Ocean_Temp_C (Celsius),Ocean_pH,Ocean_Salinity (ppt),Ocean_Conductivity (mS/cm),Ocean_ORP (millivolts),Ocean_BGA_PE (Cells/Liter),Ocean_Chlorophyll (micrograms/Liter),Ocean_DO_sat (%)
10/18/18 3:45,20.914999,8.259999,31.599998,44.381248,764,283.199982,43.299999,91
10/18/18 4:00,20.914999,8.254999,31.594999,44.306248,766,380.799988,25.75,91
10/18/18 4:15,20.789999,8.254999,31.589998,44.399998,764,413.599976,30.049999,90.5
10/18/18 4:30,20.789999,8.259999,31.589998,44.262497,770,311.599976,37.649998,90.5
10/18/18 4:45,20.789999,8.259999,31.584999,44.274998,770,394,33.149998,90.5
10/18/18 5:00,20.789999,8.254999,31.584999,44.399998,766,312.399994,22.924999,90.5
10/18/18 5:15,20.789999,8.254999,31.58,44.393749,764,427.599976,36.099998,90.5
10/18/18 5:30,20.769999,8.25,31.57,44.375,764,384,18.525,90.5
10/18/18 5:45,20.769999,0,0,44.387497,0,449.199982,34.899998,90
10/18/18 6:00,20.769999,8.3075,31.434999,44.449997,766,381.199982,35.449997,90
10/18/18 6:15,20.769999,8.3075,31.429998,44.456249,770,311.199982,38.25,90.5
10/18/18 6:30,20.769999,8.3025,31.424999,44.3125,769,525.599976,38.149998,90
10/18/18 6:45,20.769999,8.3075,31.419998,44.306248,772,391.599976,37.699997,90
10/18/18 7:00,20.769999,8.3025,31.419998,44.337498,768,371.599976,28.074999,90
10/18/18 7:15,20.769999,0,31.414999,44.274998,770,290.799988,50.149998,90
10/18/18 7:30,0,8.3025,31.414999,44.474998,766,274,39.5,90.5
10/18/18 7:45,20.769999,8.3025,31.414999,44.387497,770,326.399994,75.299995,90.5
10/18/18 8:00,20.769999,8.3025,31.414999,44.34375,770,312,42,91
10/18/18 8:15,20.769999,8.3025,31.414999,44.287498,770,336.399994,24.375,91
10/18/18 8:30,20.769999,8.3025,31.414999,44.381248,768,257.599976,59.199997,91
10/18/18 8:45,20.769999,8.3025,31.419998,44.331249,768,330.399994,69.299995,91.5
10/18/18 9:00,20.769999,8.3025,31.419998,44.412498,768,177.799988,46.599998,92
10/18/18 9:15,20.769999,8.3025,31.419998,44.424999,768,425.199982,61.449997,92.5
10/18/18 9:30,20.789999,8.3025,31.424999,44.381248,768,259.199982,64.399994,92.5
10/18/18 9:45,20.789999,8.3025,31.429998,44.299999,768,358.399994,53.399998,93
10/18/18 10:00,20.769999,8.3025,31.429998,44.40625,768,290,81.5,93.5
10/18/18 10:15,20.789999,8.3025,31.439999,44.34375,768,349.199982,46.75,94.5
10/18/18 10:30,20.789999,8.3025,31.445,44.368748,768,235.199997,37.849998,95
10/18/18 10:45,20.934999,8.3025,31.449999,44.287498,768,224.199997,48.399998,95.5
10/18/18 11:00,20.934999,8.3025,31.455,44.34375,768,186.199997,79,96
10/18/18 11:15,20.934999,8.3025,31.459999,44.462498,766,257.599976,43,96.5
10/18/18 11:30,20.934999,8.3025,31.464998,44.268749,770,281.599976,63.049999,96.5
10/18/18 11:45,20.934999,8.3025,31.469999,44.287498,768,193.199997,80.799995,97
10/18/18 12:00,20.955,8.3025,31.474998,44.331249,768,281.199982,77.199997,98
10/18/18 12:15,20.955,8.3025,31.48,44.324997,770,302,66,98.5
10/18/18 12:30,20.955,8.3025,31.484999,44.349998,768,380.799988,61,99
10/18/18 12:45,20.955,8.3025,31.49,44.287498,768,326.399994,96.299995,98.5
10/18/18 13:00,20.974998,8.3025,31.494999,44.481247,764,189.199997,92.099998,99.5
10/18/18 13:15,20.955,8.3025,31.494999,44.349998,768,288.799988,94.799995,99
10/18/18 13:30,20.974998,8.3025,31.375,44.65625,764,184,71.799995,99.5
10/18/18 13:45,20.974998,8.3025,31.375,44.506248,768,315.199982,32.849998,99.5
10/18/18 21:15,14.982142,5.930357,22.494999,31.732142,549.428571,199.714284,50.55714,66.785714
10/18/18 21:30,20.974998,8.303166,31.490333,44.418749,768.933333,267.386658,57.501664,93.466667
10/18/18 21:45,20.974998,8.3035,31.49,44.370832,768.666667,293.386657,54.863332,93.433333
10/18/18 22:00,20.974998,8.303166,31.488666,44.369582,768.666667,313.293325,48.613331,93
10/18/18 22:15,20.970999,8.303833,31.484999,44.426248,768.8,293.279989,63.596664,93
10/18/18 22:30,20.968332,8.305166,31.484999,44.323748,771.6,292.453324,56.014999,92.933333
10/18/18 22:45,20.962999,8.305833,31.482666,44.417082,769.2,263.013322,64.34333,92.533333
10/18/18 23:00,20.960333,8.305166,31.48,44.369582,770.4,310.999987,61.276664,92.5
10/18/18 23:15,20.960333,8.304833,31.478666,44.355415,771.466667,288.89999,61.514165,92.466667
10/18/18 23:30,20.957666,8.3065,31.475665,44.387498,771.333333,307.599989,65.744997,92.233333
10/18/18 23:45,20.956333,8.304833,31.474998,44.382082,772.266667,296.479993,65.521664,92.1
10/19/18 0:00,20.955,8.304833,31.472999,44.396665,769.466667,312.159988,59.983332,92
10/19/18 0:15,20.955,8.3055,31.470333,44.412915,769.333333,302.279991,62.816665,92
10/19/18 0:30,20.955,8.304166,31.469666,44.363748,770.933333,325.386658,64.869999,91.866667
10/19/18 0:45,20.955,8.305833,31.466665,44.407082,769.466667,322.053322,52.966665,91.633333
10/19/18 1:00,20.955,8.305166,31.464998,44.409165,768.933333,290.293323,39.844998,91.533333
10/19/18 1:15,20.955,8.302833,31.460999,44.389998,769.333333,312.273327,45.798332,91.5
10/19/18 1:30,20.949666,8.3035,31.459666,44.410415,770.133333,325.25332,50.208333,91.5
10/19/18 1:45,20.951,8.3025,31.457,44.373749,770.533333,308.293323,62.101664,91.3
10/19/18 2:00,20.940333,8.3025,31.455,44.348332,771.733333,291.42666,45.644998,91.066667
10/19/18 2:15,20.929333,8.3025,31.450666,44.326248,771.866667,272.842485,59.046663,91
10/19/18 2:30,20.859999,8.3025,31.449999,44.382082,772.533333,271.839989,63.601664,91
10/19/18 2:45,20.809999,8.3025,31.447666,44.363749,774.266667,305.546653,80.416665,91
10/19/18 3:00,20.801999,8.3025,31.445,44.427082,773.2,283.346656,63.363331,90.866667
10/19/18 3:15,20.807333,8.3025,31.444666,44.412498,773.866667,332.079989,57.543332,90.933333
10/19/18 3:30,20.809999,8.3025,31.440999,44.372915,772.133333,337.839992,63.909998,90.7
10/19/18 3:45,20.809999,8.3025,31.439999,44.351665,773.066667,338.453319,48.186665,90.6
10/19/18 4:00,20.809999,8.302833,31.438332,44.366665,772.933333,351.786651,63.221663,90.533333
10/19/18 4:15,20.805999,8.3025,31.434999,44.407498,773.2,300.593324,61.161664,90.5
10/19/18 4:30,20.808666,8.3025,31.434999,44.383332,772.666667,323.026654,67.879998,90.5
10/19/18 4:45,20.795332,8.3025,31.430665,44.367082,775.2,318.746657,71.479998,90.5
10/19/18 5:00,20.791332,8.302833,31.429998,44.313331,776.4,346.086656,59.679999,90.466667
10/19/18 5:15,20.791332,8.302833,31.427665,44.328332,775.466667,305.21332,92.289999,90.433333
10/19/18 5:30,20.793999,8.303166,31.424999,44.393748,774,333.493323,87.356663,90.233333
10/19/18 5:45,20.789999,8.3025,31.423332,44.384165,773.733333,309.613325,48.286664,90.1
10/19/18 6:00,20.789999,8.302833,31.420332,44.409165,772.8,283.213324,65.396663,90.033333
10/19/18 6:15,20.789999,8.302833,31.417332,44.387082,775.2,328.91999,67.901664,90.033333
10/19/18 6:30,20.789999,8.3035,31.415666,44.331248,775.733333,334.693325,48.083331,90
10/19/18 6:45,20.789999,8.303166,31.414666,44.432915,773.2,369.186655,46.964998,90
10/19/18 7:00,20.789999,8.304166,31.411333,44.453748,772.8,317.99999,51.634998,90
10/19/18 7:15,20.789999,8.3045,31.41,44.447082,773.2,378.159985,80.356664,90
10/19/18 7:30,20.789999,8.3035,31.41,44.367082,772.8,321.119991,56.231664,90.033333
10/19/18 7:45,20.789999,8.304833,31.41,44.395414,772.666667,341.599982,57.102499,90.4
10/19/18 8:00,20.789999,8.304833,31.41,44.442498,773.2,287.413318,86.839996,90.5
10/19/18 8:15,20.789999,8.3045,31.411666,44.391248,774.133333,319.033323,117.899996,90.866667
10/19/18 8:30,20.784666,8.3055,31.414332,44.374165,775.6,274.373327,71.659998,91.066667
10/19/18 8:45,20.789999,8.304833,31.415999,44.391249,773.466667,345.333316,60.396665,91.6
10/19/18 9:00,20.793999,8.3045,31.419332,44.407915,773.333333,305.653322,104.246664,92.033333
10/19/18 9:15,20.795332,8.303166,31.421332,44.402915,772.933333,257.277492,68.85333,92.166667
10/19/18 9:30,20.791332,8.3025,31.426999,44.341249,776.8,348.413322,91.729996,92.766667
10/19/18 9:45,20.803333,8.3035,31.431332,44.356665,774.266667,422.306649,74.05333,93.333333
10/19/18 10:00,20.807333,8.302833,31.437999,44.349165,771.066667,252.099991,90.75333,93.766667
10/19/18 10:15,20.805999,8.3025,31.442999,44.369582,772.8,267.333324,89.63333,94.333333
10/19/18 10:30,20.858666,8.302833,31.451333,44.401664,771.066667,308.366655,118.739995,94.7
10/19/18 10:45,20.939,8.302833,31.457999,44.417915,768.533333,266.553325,106.41333,95.6
10/19/18 11:00,20.940333,8.303166,31.464665,44.421665,768.666667,271.093326,113.459995,95.866667
10/19/18 11:15,20.955,8.302833,31.473999,44.351248,767.6,244.513322,92.599998,96.4
10/19/18 11:30,20.957666,8.3025,31.478999,44.337915,767,273.63999,62.714997,96.9
10/19/18 11:45,20.957666,8.3025,31.486332,44.410415,766,281.173324,83.646664,97.266667
10/19/18 12:00,20.965666,8.3025,31.477666,44.361249,768.666667,288.803322,96.588329,97.866667
10/19/18 12:15,20.983332,8.3025,31.376666,44.659582,764.8,250.073326,65.989997,98.233333
10/19/18 12:30,21.079332,8.3025,31.382332,44.618331,768.733333,257.91666,70.129997,98.666667
10/19/18 12:45,21.102665,8.3025,31.387666,44.642081,766.533333,241.236659,63.894998,99.066667
10/19/18 13:00,21.106665,8.3025,31.393332,44.556665,768.4,249.59999,75.366663,99.033333
10/19/18 13:15,21.109332,8.3025,31.397666,44.585415,768.4,254.513323,103.660829,99.5
10/19/18 13:30,21.109332,8.3025,31.401999,44.606248,766.933333,251.653323,44.302499,99.666667
10/19/18 13:45,21.119999,8.3025,31.406999,44.616249,766.533333,272.626657,71.966664,99.766667
10/19/18 20:00,21.119999,8.3025,31.429998,44.678124,769,351.699989,76.199997,94.75
10/19/18 20:15,21.119999,8.3025,31.429998,44.647082,768.8,286.29999,90.156662,94.5
10/19/18 20:30,21.119999,8.3025,31.429998,44.661665,768.4,275.359989,80.766665,94.433333
10/19/18 20:45,21.119999,8.3025,31.429998,44.649165,768.8,289.166659,73.501663,94.033333
10/19/18 21:00,21.118666,8.3025,31.429665,44.617915,768.266667,283.39999,37.174166,94
10/19/18 21:15,21.119999,8.3025,31.426666,44.651249,768.4,282.63999,18.059999,93.7
10/19/18 21:30,21.114665,8.3025,31.425333,44.619582,768.666667,289.839986,15.356666,93.5
10/19/18 21:45,21.118666,8.3025,31.424999,44.556248,768.266667,292.413326,19.145,93.4
10/19/18 22:00,21.119999,8.3025,31.424999,44.562082,768.533333,319.719984,18.918332,93.1
10/19/18 22:15,21.111999,8.3025,31.423332,44.630832,768.4,295.379989,18.518333,93
10/19/18 22:30,21.106665,8.3025,31.419998,44.603332,769.866667,282.133325,21.109999,92.866667
10/19/18 22:45,21.101332,8.3025,31.419998,44.649582,769.6,268.879992,16.967083,92.6
10/19/18 23:00,21.103999,8.3025,31.419998,44.626249,769.066667,298.266656,17.230416,92.5
10/19/18 23:15,21.101332,8.3025,31.418665,44.665415,768.8,300.439986,20.499166,92.5
10/19/18 23:30,21.099998,8.3025,31.415332,44.629165,771.066667,293.913327,22.29,92.366667
10/19/18 23:45,21.099998,8.3025,31.414999,44.674998,768.266667,271.87999,20.703332,92
10/20/18 0:00,21.099998,8.3025,31.414666,44.683332,768.8,312.306656,25.148333,92
10/20/18 0:15,21.099998,8.3025,31.411666,44.566248,768.666667,300.586651,18.008333,91.966667
10/20/18 0:30,21.099998,8.3025,31.41,44.601249,769.066667,288.213323,20.959999,91.833333
10/20/18 0:45,21.099998,8.3025,31.41,44.659582,768.8,294.159989,18.788332,91.533333
10/20/18 1:00,21.098665,8.3025,31.409333,44.668332,768.533333,284.173319,22.216666,91.5
10/20/18 1:15,21.090666,8.3025,31.406666,44.666249,769.2,293.706657,20.626666,91.5
10/20/18 1:30,21.087999,8.3025,31.404999,44.612498,770.666667,298.13332,22.588333,91.5
10/20/18 1:45,21.085333,8.3025,31.404999,44.592082,771.866667,326.266652,22.765,91.466667
10/20/18 2:00,21.081333,8.3025,31.404332,44.702915,769.2,319.733324,22.206666,91.133333
10/20/18 2:15,21.087999,8.3025,31.401666,44.617499,768.666667,291.106655,21.764166,91
10/20/18 2:30,21.085333,8.3025,31.4,44.613748,768.666667,294.58666,23.661666,91
10/20/18 2:45,21.081333,8.3025,31.4,44.642915,769.066667,324.733317,20.034166,91
10/20/18 3:00,21.081333,8.3025,31.399333,44.573331,772.133333,314.493323,22.648333,90.966667
10/20/18 3:15,21.08,8.3025,31.398333,44.611665,770.666667,295.613324,22.4425,90.9
10/20/18 3:30,21.081333,8.3025,31.395665,44.601666,771.333333,322.373323,22.439999,90.766667
10/20/18 3:45,21.08,8.3025,31.394999,44.664582,769.733333,309.666652,24.493332,90.6
10/20/18 4:00,21.08,8.3025,31.394332,44.674165,769.333333,325.986657,22.784999,90.5
10/20/18 4:15,21.078667,8.3025,31.391999,44.588749,771.733333,289.039988,23.733332,90.5
10/20/18 4:30,21.08,8.3025,31.390333,44.680832,768.666667,300.706658,24.284999,90.5
10/20/18 4:45,21.078667,8.3025,31.389999,44.689999,768.933333,322.346656,20.793333,90.5
10/20/18 5:00,21.08,8.3025,31.388999,44.644582,770.266667,301.23999,18.274166,90.5
10/20/18 5:15,21.077333,8.3025,31.385332,44.614581,771.333333,325.719985,20.126666,90.433333
10/20/18 5:30,21.08,8.3025,31.384998,44.668332,769.6,332.759983,22.204999,90.233333
10/20/18 5:45,21.074666,8.3025,31.384332,44.544999,772.6,347.586652,15.515833,90.2
10/20/18 6:00,21.038666,8.3025,31.380999,44.664582,768.933333,310.653322,17.628332,90.033333
10/20/18 6:15,20.979,8.3025,31.378999,44.609582,771.466667,381.413318,19.168332,90
10/20/18 6:30,20.943,8.3025,31.376,44.582915,772.4,374.239987,24.019999,90
10/20/18 6:45,20.944333,8.3025,31.375,44.557498,772.666667,292.15999,27.371666,90.033333
10/20/18 7:00,20.955,8.3025,31.399,44.535832,771.2,341.253321,23.205833,90
10/20/18 7:15,20.952333,8.3025,31.494999,44.400415,764.4,333.759985,20.298333,90
10/20/18 7:30,20.948333,8.302166,31.494999,44.363749,766.2,300.146658,22.001665,90
10/20/18 7:45,20.939,8.302166,31.494999,44.428748,768.666667,292.07999,31.599999,90.4
10/20/18 8:00,20.934999,8.3025,31.494999,44.388748,770,271.826656,32.716665,90.5
10/20/18 8:15,20.934999,8.3025,31.486999,44.464999,769.333333,276.599989,31.547499,90.8
10/20/18 8:30,20.934999,8.3025,31.431,44.538749,770.266667,298.973322,27.524999,91
10/20/18 8:45,20.934999,8.302166,31.375,44.598748,771.066667,230.761659,26.674999,91.533333
10/20/18 9:00,20.959999,8.3015,31.375333,44.679998,768.933333,293.39999,25.629999,91.8
10/20/18 9:15,21.047333,8.301833,31.379666,44.579998,771.866667,299.959991,25.273333,92.166667
10/20/18 9:30,21.070666,8.3025,31.384665,44.604998,771.733333,300.026658,25.363333,92.766667
10/20/18 9:45,21.08,8.3025,31.388666,44.677915,768.666667,278.746657,24.606666,93.166667
10/20/18 10:00,21.08,8.302166,31.394332,44.623749,768.666667,291.666655,27.484166,93.633333
10/20/18 10:15,21.08,8.3025,31.396666,44.640832,768.666667,273.866658,15.504166,93.8
10/20/18 10:30,21.086666,8.3025,31.401666,44.582498,768.8,279.186656,26.816666,94.466667
10/20/18 10:45,21.086666,8.3025,31.408333,44.624165,769.2,248.739992,31.014999,95.233333
10/20/18 11:00,21.099998,8.3025,31.415332,44.617082,768.533333,245.266658,23.176666,95.8
10/20/18 11:15,21.099998,8.3025,31.420332,44.637916,768.4,254.066658,31.738332,96.166667
10/20/18 11:30,21.099998,8.3025,31.425333,44.626665,768.4,272.719992,34.334999,96.833333
10/20/18 11:45,21.102665,8.302166,31.430665,44.619582,768.4,256.413323,36.650832,97.1
10/20/18 12:00,21.121665,8.3025,31.436666,44.610832,768.533333,248.886658,29.594999,97.733333
10/20/18 12:15,21.211666,8.302166,31.441999,44.677915,768.533333,255.479991,42.324999,98.066667
10/20/18 12:30,21.230999,8.310833,31.445333,44.672082,768.533333,234.013327,30.684999,98.4
10/20/18 12:45,21.223999,8.315,31.449666,44.618748,769.6,232.546658,44.376665,98.5
10/20/18 13:00,21.209999,8.323333,31.454666,44.631249,769.333333,262.239994,35.616666,99.066667
10/20/18 13:15,21.141333,8.365,31.459333,44.588748,768.266667,307.239987,32.263332,99.3
10/20/18 13:30,21.153333,8.365,31.461332,44.565832,768.4,253.759987,37.648331,99.866667
10/20/18 13:45,21.156,8.364666,31.464665,44.571665,768.533333,275.319986,35.084998,99.566667
10/20/18 14:00,21.16,8.363666,31.466332,44.581248,769.066667,252.959993,29.563332,99.6
10/20/18 14:15,21.157333,8.365,31.469333,44.606665,768.533333,239.959991,38.948332,99.8
10/20/18 14:30,21.161333,8.365,31.470666,44.559165,768.133333,232.199994,44.574999,99.8
10/20/18 14:45,21.161333,8.365,31.474332,44.612915,768.266667,245.333324,38.404999,99.566667
10/20/18 15:00,21.166666,8.365,31.474998,44.616665,768.4,240.026659,39.986665,99.6
10/20/18 15:15,21.170666,8.364666,31.474998,44.635415,768.4,273.026656,40.069999,99.5
10/20/18 15:30,21.171999,8.365,31.474998,44.584165,768.666667,235.473326,44.391665,99.233333
10/20/18 15:45,21.174665,8.364666,31.475999,44.604165,769.333333,265.453326,38.381665,99
10/20/18 16:00,21.179998,8.365,31.476999,44.563748,768.4,227.916659,37.601665,98.833333
10/20/18 16:15,21.178665,8.365,31.479666,44.594581,768,220.159989,45.284998,98.533333
10/20/18 16:30,21.179998,8.365,31.48,44.569998,768.533333,264.026659,27.784166,98.3
10/20/18 16:45,21.175999,8.365,31.48,44.622915,768.666667,256.113326,29.659165,98
10/20/18 17:00,21.162666,8.365,31.48,44.649165,769.066667,257.373323,45.738332,97.9
10/20/18 17:15,21.165333,8.365,31.48,44.681665,768.133333,232.16666,35.794999,97.5
10/20/18 17:30,21.166666,8.365,31.48,44.556249,772.133333,262.839991,39.002498,97.233333
10/20/18 17:45,21.165333,8.365,31.48,44.666664,771.466667,242.746659,36.977499,97
10/20/18 18:00,21.161333,8.365,31.48,44.597499,772.666667,277.799993,37.754998,96.566667
10/20/18 18:15,21.166666,8.365,31.48,44.597915,771.066667,268.839989,35.129999,96.433333
10/20/18 18:30,21.161333,8.365,31.48,44.588332,772.133333,256.679992,37.109998,96
10/20/18 18:45,21.16,8.365,31.48,44.559165,772.666667,269.41332,63.166664,95.8
10/20/18 19:00,21.16,8.365,31.478333,44.553749,772.533333,273.466656,40.063332,95.5
10/20/18 19:15,21.16,8.365,31.476665,44.552915,772.4,267.866656,35.307499,95.233333
10/20/18 19:30,21.16,8.365,31.476665,44.555415,772.4,299.279991,42.078332,95
10/20/18 19:45,21.16,8.365,31.474998,44.579998,772.933333,293.319988,43.834999,94.7
10/20/18 20:00,21.16,8.365,31.474998,44.590832,772.8,286.746654,35.179999,94.5
10/20/18 20:15,21.16,8.365,31.473999,44.577915,772.933333,295.799992,44.656665,94.233333
10/20/18 20:30,21.156,8.365,31.471332,44.631665,772.4,287.253325,54.538331,94.033333
10/20/18 20:45,21.158666,8.365,31.469999,44.613749,772.533333,263.333325,57.339999,94
10/20/18 21:00,21.156,8.365,31.469999,44.607915,772.533333,264.661656,46.758331,93.666667
10/20/18 21:15,21.157333,8.365,31.467332,44.549582,771.733333,230.933324,42.941666,93.5
10/20/18 21:30,21.139999,8.365,31.465332,44.632498,773.2,275.933324,50.187499,93.366667
10/20/18 21:45,21.139999,8.365,31.464998,44.599582,772.8,300.266655,70.091664,93.033333
10/20/18 22:00,21.142666,8.365,31.463998,44.567082,772.933333,307.119988,46.046665,93
10/20/18 22:15,21.146666,8.365,31.460999,44.581248,772.4,288.159986,29.064166,92.766667
10/20/18 22:30,21.146666,8.365,31.459999,44.603332,771.6,300.586659,41.353331,92.566667
10/20/18 22:45,21.141333,8.365,31.458999,44.603332,772.133333,251.239989,51.137498,92.5
10/20/18 23:00,21.141333,8.365,31.455333,44.531248,773.533333,344.226655,56.011666,92.433333
10/20/18 23:15,21.141333,8.365,31.455,44.618749,771.6,294.893322,36.440832,92.133333
10/20/18 23:30,21.139999,8.365,31.452333,44.604582,771.466667,304.653319,35.039165,92
10/20/18 23:45,21.139999,8.365,31.450332,44.605415,771.6,303.626656,31.609999,92
10/21/18 0:00,21.153999,8.356666,31.449999,44.592082,771.6,318.133327,28.879999,91.866667
10/21/18 0:15,21.139999,8.365,31.448999,44.584998,772.4,292.933322,38.763332,91.8
10/21/18 0:30,21.146999,8.360833,31.445,44.570415,772.4,298.746653,20.852499,91.566667
10/21/18 0:45,21.209999,8.323333,31.445,44.577082,772.8,321.333323,26.074999,91.5
10/21/18 1:00,21.223999,8.315,31.443333,44.571665,772.8,295.413324,17.865,91.5
10/21/18 1:15,21.173999,8.315,31.439999,44.610415,772.933333,286.986657,34.118333,91.366667
10/21/18 1:30,21.042999,8.348333,31.439665,44.606248,772.266667,288.426653,35.748332,91.166667
10/21/18 1:45,21.119999,8.3025,31.436999,44.570832,772.8,316.533321,29.690832,91
10/21/18 2:00,21.105999,8.310833,31.434999,44.615415,771.066667,276.83999,40.158332,91
10/21/18 2:15,21.105999,8.310833,31.434666,44.534999,772.4,284.533325,33.498332,91
10/21/18 2:30,21.091999,8.319166,31.431999,44.664165,769.466667,322.973323,39.091666,90.933333
10/21/18 2:45,21.119999,8.3025,31.429998,44.545415,772.8,272.746655,40.518332,90.866667
10/21/18 3:00,21.114665,8.3025,31.429998,44.598331,772.666667,302.65999,45.259998,90.666667
10/21/18 3:15,21.117332,8.3025,31.428332,44.597499,772.933333,305.146653,44.124998,90.6
10/21/18 3:30,21.114665,8.3025,31.425666,44.606249,772.666667,302.186655,42.656665,90.533333
10/21/18 3:45,21.119999,8.3025,31.424999,44.614998,772.533333,308.253323,35.126665,90.5
10/21/18 4:00,21.117332,8.3025,31.424999,44.591249,772.666667,329.186657,37.059999,90.5
10/21/18 4:15,21.115999,8.302833,31.423666,44.613332,772.666667,290.466653,37.019999,90.5
10/21/18 4:30,21.119999,8.3025,31.420998,44.546665,772.8,348.226655,55.938332,90.466667
10/21/18 4:45,21.119999,8.3025,31.419998,44.692081,768.933333,281.399989,39.498332,90.3
10/21/18 5:00,21.113332,8.3025,31.419665,44.670415,769.6,305.11999,43.516665,90.266667
10/21/18 5:15,21.110665,8.3025,31.417332,44.659998,769.466667,295.279986,53.589997,90.133333
10/21/18 5:30,21.105332,8.3025,31.415999,44.608749,770.933333,306.73332,58.059997,90.066667
10/21/18 5:45,21.101332,8.3025,31.414999,44.583748,771.8,342.253324,63.649997,90.066667
10/21/18 6:00,21.099998,8.3025,31.411,44.598332,773.733333,285.81332,57.799998,90
10/21/18 6:15,21.099998,8.3025,31.409333,44.574582,771.333333,305.906657,45.389999,90
10/21/18 6:30,21.093332,8.3025,31.406666,44.583332,772.8,319.63999,45.369999,90.033333
10/21/18 6:45,21.094666,8.302166,31.404999,44.553332,773.066667,316.453321,60.156665,90
10/21/18 7:00,21.094666,8.302166,31.404999,44.595832,772.933333,333.293322,40.323332,89.966667
10/21/18 7:15,21.098665,8.301166,31.400666,44.586665,772.666667,318.279988,33.333333,90
10/21/18 7:30,21.093332,8.300166,31.4,44.560415,772.933333,332.933321,33.013332,90
10/21/18 7:45,21.082666,8.300833,31.399666,44.589999,772.8,322.373323,41.261665,90
10/21/18 8:00,21.08,8.300833,31.399333,44.664165,773.066667,317.733324,46.128331,90.066667
10/21/18 8:15,21.08,8.3015,31.398666,44.652082,772.4,265.533323,42.363333,90.5
10/21/18 8:30,21.08,8.300166,31.398666,44.585415,772.8,289.10666,32.214165,90.5
10/21/18 8:45,21.08,8.297833,31.397332,44.618332,772.666667,266.119992,26.068332,90.733333
10/21/18 9:00,21.087999,8.299166,31.399666,44.532915,772.666667,286.266659,36.960832,91.266667
10/21/18 9:15,21.095999,8.298166,31.402999,44.644582,770.8,294.709992,58.304998,91.633333
10/21/18 9:30,21.097332,8.298166,31.406999,44.554999,772.666667,271.753325,57.294165,92.2
10/21/18 9:45,21.099998,8.297833,31.409,44.679165,769.733333,325.759988,44.216665,92.466667
10/21/18 10:00,21.102665,8.2985,31.413999,44.612916,770.533333,243.15999,49.668332,93.033333
10/21/18 10:15,21.103999,8.2975,31.416332,44.611249,770.8,228.936656,32.329999,93.233333
10/21/18 10:30,21.110665,8.2985,31.422332,44.595832,771.066667,276.906657,39.109999,93.9
10/21/18 10:45,21.113332,8.298166,31.425999,44.608748,770.4,249.919992,45.509998,94.166667
10/21/18 11:00,21.109665,8.2985,31.432999,44.599582,771.066667,231.913328,68.736665,95.066667
10/21/18 11:15,21.198332,8.298166,31.436333,44.608332,768.266667,282.106653,53.111665,95.266667
10/21/18 11:30,21.239665,8.297833,31.441999,44.604998,768.4,231.086658,72.886664,95.4
10/21/18 11:45,21.244999,8.301833,31.450666,44.608748,768.266667,272.879989,79.899996,96.333333
10/21/18 12:00,21.223999,8.314333,31.453666,44.635832,765.333333,259.133323,61.254998,97.033333
10/21/18 12:15,21.195999,8.331,31.458666,44.607082,768.533333,283.786655,73.713331,96.766667
